X,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
432,Bentleigh,22 Hutchinson St,5,h,1385000,S,Buxton,28/08/2016,13,3204,5,2,2,664,178,1950,Glen Eira,-37.9241,145.048,Southern Metropolitan,6795
433,Bentleigh,11 Wilson St,4,h,2620000,S,Buxton,28/08/2016,13,3204,4,4,2,579,361,2012,Glen Eira,-37.9155,145.0243,Southern Metropolitan,6795
434,Bentleigh East,30 Veronica St,2,h,825000,S,Buxton,3/9/2016,13.9,3165,2,2,1,176,125,2008,Glen Eira,-37.9237,145.0763,Southern Metropolitan,10969
435,Bentleigh East,2a Bessie St,2,u,746000,S,hockingstuart,3/12/2016,13.9,3165,2,1,2,281,95,2002,Glen Eira,-37.9255,145.0796,Southern Metropolitan,10969
436,Bentleigh East,19 Denver St,5,h,1275000,SP,Buxton,3/12/2016,13.9,3165,5,2,2,683,190,1960,Glen Eira,-37.9333,145.0602,Southern Metropolitan,10969
437,Bentleigh East,1/41 Elizabeth St,3,u,1025000,S,Woodards,4/3/2017,13.9,3165,3,2,2,384,120,1999,Glen Eira,-37.9229,145.0557,Southern Metropolitan,10969
438,Bentleigh East,2/25 Birdwood St,2,u,495000,S,Woodards,4/6/2016,13.9,3165,2,1,1,76,79,1980,Glen Eira,-37.91,145.0842,Southern Metropolitan,10969
439,Bentleigh East,24 Brooks St,4,h,1220000,S,Hodges,4/6/2016,13.9,3165,3,2,2,585,178,1950,Glen Eira,-37.9167,145.0771,Southern Metropolitan,10969
440,Bentleigh East,13 Claronga St,3,h,885000,S,C21,4/6/2016,13.9,3165,3,1,2,565,110,1950,Glen Eira,-37.9262,145.0808,Southern Metropolitan,10969
441,Bentleigh East,17a Edinburgh St,3,t,830000,PI,Buxton,4/6/2016,13.9,3165,0,2,2,292,141,2012,Glen Eira,-37.9168,145.069,Southern Metropolitan,10969
442,Bentleigh East,34b Lesden St,4,t,1210000,S,hockingstuart,6/8/2016,13.9,3165,3,3,2,291,222,2014,Glen Eira,-37.9347,145.0546,Southern Metropolitan,10969
443,Bentleigh East,59 Tambet St,4,t,1160000,S,hockingstuart,6/8/2016,13.9,3165,3,2,2,321,180,2006,Glen Eira,-37.914,145.0714,Southern Metropolitan,10969
444,Bentleigh East,24 Barrani St,3,h,1215000,S,Woodards,7/5/2016,13.9,3165,3,2,3,730,110,1970,Glen Eira,-37.9119,145.0705,Southern Metropolitan,10969
445,Bentleigh East,71 Bignell Rd,4,h,1200000,S,hockingstuart,7/5/2016,13.9,3165,4,2,2,619,191,1960,Glen Eira,-37.9358,145.0688,Southern Metropolitan,10969
446,Bentleigh East,96 Brady Rd,3,h,1050000,S,Buxton,7/5/2016,13.9,3165,3,2,2,627,140,1950,Glen Eira,-37.9284,145.0668,Southern Metropolitan,10969
447,Bentleigh East,25 Connie St,5,h,950000,VB,Woodards,7/5/2016,13.9,3165,5,2,4,618,146,1950,Glen Eira,-37.9209,145.0757,Southern Metropolitan,10969
448,Bentleigh East,9/7 Derry St,2,u,380000,PI,Buxton,7/5/2016,13.9,3165,3,2,1,0,78,1970,Glen Eira,-37.9212,145.0674,Southern Metropolitan,10969
449,Bentleigh East,38 Northam Rd,3,h,1338000,S,Buxton,7/5/2016,13.9,3165,3,2,2,610,177,1970,Glen Eira,-37.9231,145.066,Southern Metropolitan,10969
450,Bentleigh East,1/6 Richard St,2,u,651000,S,Gary,7/5/2016,13.9,3165,2,1,1,265,150,1960,Glen Eira,-37.9223,145.0747,Southern Metropolitan,10969
451,Bentleigh East,3 Veronica St,3,h,1390000,S,Buxton,7/5/2016,13.9,3165,4,2,2,590,118,1960,Glen Eira,-37.9256,145.0757,Southern Metropolitan,10969
452,Bentleigh East,4 Tambet St,3,h,1100000,SP,Buxton,8/10/2016,13.9,3165,3,1,2,578,163,1955,Glen Eira,-37.9186,145.0709,Southern Metropolitan,10969
453,Bentleigh East,21 Wards Gr,4,h,1206000,S,Hodges,8/10/2016,13.9,3165,4,1,1,636,138,1940,Glen Eira,-37.925,145.0612,Southern Metropolitan,10969
454,Bentleigh East,2/3 Wonga Ct,2,t,486500,S,hockingstuart,8/10/2016,13.9,3165,2,1,1,0,75,1960,Glen Eira,-37.9082,145.0681,Southern Metropolitan,10969
455,Bentleigh East,87 Parkmore Rd,4,h,1415000,S,Buxton,10/9/2016,13.9,3165,4,2,2,604,177,1970,Glen Eira,-37.9153,145.0707,Southern Metropolitan,10969
456,Bentleigh East,1A Brian St,4,t,1185000,S,hockingstuart,10/12/2016,13.9,3165,4,2,2,305,207,2012,Glen Eira,-37.9245,145.0507,Southern Metropolitan,10969
457,Bentleigh East,13 Brooks St,4,t,1060000,S,Woodards,10/12/2016,13.9,3165,4,3,1,313,166,1960,Glen Eira,-37.9164,145.0765,Southern Metropolitan,10969
458,Bentleigh East,41 Bradford St,3,h,845000,S,Ray,12/11/2016,13.9,3165,3,2,2,295,145,1998,Glen Eira,-37.9239,145.0781,Southern Metropolitan,10969
459,Bentleigh East,2/41 Elizabeth St,3,t,860000,VB,Buxton,12/11/2016,13.9,3165,3,2,1,254,117,1995,Glen Eira,-37.9227,145.0558,Southern Metropolitan,10969
460,Bentleigh East,5b MacKie Rd,3,t,921000,S,Buxton,12/11/2016,13.9,3165,3,2,2,167,140,2009,Glen Eira,-37.9219,145.0733,Southern Metropolitan,10969
461,Bentleigh East,1/112 Tambet St,2,h,742500,S,Woodards,12/11/2016,13.9,3165,2,1,1,300,135,1960,Glen Eira,-37.9099,145.0726,Southern Metropolitan,10969
462,Bentleigh East,25 Thornton St,3,h,920000,PI,Buxton,12/11/2016,13.9,3165,3,2,2,578,120,1950,Glen Eira,-37.9303,145.0805,Southern Metropolitan,10969
463,Bentleigh East,12 Tambet St,2,h,702000,PI,Buxton,13/08/2016,13.9,3165,2,1,1,591,102,1960,Glen Eira,-37.9179,145.071,Southern Metropolitan,10969
464,Bentleigh East,2/15 Liverpool St,3,t,805000,S,hockingstuart,14/05/2016,13.9,3165,3,2,1,268,117,2000,Glen Eira,-37.9196,145.0691,Southern Metropolitan,10969
465,Bentleigh East,23 Yarraburn Cl,4,h,1100000,S,Hodges,14/05/2016,13.9,3165,4,2,1,274,190,2004,Glen Eira,-37.9257,145.0735,Southern Metropolitan,10969
466,Bentleigh East,12 Barrani St,3,h,1050000,S,Woodards,16/04/2016,13.9,3165,3,1,4,726,131,1950,Glen Eira,-37.9117,145.0695,Southern Metropolitan,10969
467,Bentleigh East,21 Highview Rd,2,h,722000,S,Buxton,16/04/2016,13.9,3165,2,2,1,201,79,2005,Glen Eira,-37.9293,145.0657,Southern Metropolitan,10969
468,Bentleigh East,18 Normanby Rd,3,h,930000,SP,Buxton,16/04/2016,13.9,3165,3,1,2,588,133,1960,Glen Eira,-37.9286,145.069,Southern Metropolitan,10969
469,Bentleigh East,93 Tudor St,3,h,921000,S,Buxton,16/04/2016,13.9,3165,3,2,1,291,119,2000,Glen Eira,-37.919,145.0829,Southern Metropolitan,10969
470,Bentleigh East,23 York St,4,h,1035000,PI,First,16/04/2016,13.9,3165,3,1,2,610,160,1950,Glen Eira,-37.9193,145.0691,Southern Metropolitan,10969
471,Bentleigh East,7 England St,4,h,1352000,S,hockingstuart,16/07/2016,13.9,3165,4,2,2,618,196,1950,Glen Eira,-37.9252,145.0562,Southern Metropolitan,10969
472,Bentleigh East,11b Lilac St,4,t,1005000,SP,Woodards,16/07/2016,13.9,3165,4,2,2,296,205,2006,Glen Eira,-37.9197,145.057,Southern Metropolitan,10969
473,Bentleigh East,790 North Rd,5,h,1600000,S,Buxton,16/07/2016,13.9,3165,4,2,2,659,315,1930,Glen Eira,-37.906,145.0547,Southern Metropolitan,10969
474,Bentleigh East,26 Almurta Rd,3,h,1200000,S,hockingstuart,17/09/2016,13.9,3165,3,1,1,721,120,1970,Glen Eira,-37.9244,145.0665,Southern Metropolitan,10969
475,Bentleigh East,1/57 Brooks St,3,h,780000,PI,Buxton,17/09/2016,13.9,3165,3,2,2,421,126,1950,Glen Eira,-37.9168,145.0809,Southern Metropolitan,10969
476,Bentleigh East,48a Celia St,4,t,1250000,PI,Buxton,17/09/2016,13.9,3165,4,2,2,314,231,2010,Glen Eira,-37.9299,145.0598,Southern Metropolitan,10969
477,Bentleigh East,8 Leo St,4,h,1110000,S,Buxton,17/09/2016,13.9,3165,4,2,2,583,176,1960,Glen Eira,-37.9262,145.0624,Southern Metropolitan,10969
478,Bentleigh East,11 Moylan St,4,h,1690000,S,Gary,17/09/2016,13.9,3165,4,2,2,700,165,1950,Glen Eira,-37.9117,145.0534,Southern Metropolitan,10969
479,Bentleigh East,42 Paloma St,3,u,791000,S,Woodards,17/09/2016,13.9,3165,3,3,1,391,122,1950,Glen Eira,-37.9149,145.0788,Southern Metropolitan,10969
480,Bentleigh East,601 South Rd,3,h,9.00E+05,VB,Beller,17/09/2016,13.9,3165,3,1,3,780,140,1940,Glen Eira,-37.9347,145.0507,Southern Metropolitan,10969
481,Bentleigh East,2/40 Francesco St,3,t,970000,S,Matthew,18/03/2017,13.9,3165,3,2,2,267,156,2000,Glen Eira,-37.9176,145.0566,Southern Metropolitan,10969
482,Bentleigh East,1002 North Rd,3,h,823000,S,C21,18/03/2017,13.9,3165,3,2,2,213,143,2003,Glen Eira,-37.9079,145.0707,Southern Metropolitan,10969
483,Bentleigh East,1/38 Kennedy St,4,t,1045000,S,Buxton,18/06/2016,13.9,3165,4,2,1,316,190,2010,Glen Eira,-37.9198,145.0789,Southern Metropolitan,10969
484,Bentleigh East,2/119 Marlborough St,2,u,655000,S,hockingstuart,18/06/2016,13.9,3165,2,1,1,154,80,2000,Glen Eira,-37.9079,145.0685,Southern Metropolitan,10969
485,Bentleigh East,3 Molden St,5,h,1550000,S,Hodges,18/06/2016,13.9,3165,5,3,2,623,257,1950,Glen Eira,-37.9066,145.0541,Southern Metropolitan,10969
486,Bentleigh East,2/53 Moylan St,3,h,835000,S,Woodards,18/06/2016,13.9,3165,3,1,1,250,105,1980,Glen Eira,-37.9087,145.0537,Southern Metropolitan,10969
487,Bentleigh East,31b Purtell St,4,t,1465000,S,Buxton,18/06/2016,13.9,3165,3,2,2,319,256,2015,Glen Eira,-37.9256,145.0533,Southern Metropolitan,10969
488,Bentleigh East,24 Veronica St,3,h,910000,S,Buxton,18/06/2016,13.9,3165,3,1,1,587,96,1950,Glen Eira,-37.9241,145.0763,Southern Metropolitan,10969
489,Bentleigh East,2/14 Wamba Rd,3,u,920000,SP,Buxton,18/06/2016,13.9,3165,3,2,1,388,123,2007,Glen Eira,-37.9329,145.053,Southern Metropolitan,10969
490,Bentleigh East,14 Charles St,3,t,935000,S,hockingstuart,19/11/2016,13.9,3165,3,2,2,230,160,2012,Glen Eira,-37.9179,145.0592,Southern Metropolitan,10969
491,Bentleigh East,14 Florence St,3,h,977000,S,Buxton,19/11/2016,13.9,3165,3,1,2,543,163,1970,Glen Eira,-37.9242,145.0705,Southern Metropolitan,10969
492,Bentleigh East,1 Jassa St,3,h,1352000,S,Woodards,19/11/2016,13.9,3165,3,1,2,686,122,1950,Glen Eira,-37.9113,145.0765,Southern Metropolitan,10969
493,Bentleigh East,12 Millard St,4,h,1115000,SP,Buxton,19/11/2016,13.9,3165,4,2,2,575,160,1960,Glen Eira,-37.9274,145.0654,Southern Metropolitan,10969
494,Bentleigh East,54 Elizabeth St,3,h,1197000,S,Buxton,22/05/2016,13.9,3165,3,1,2,692,147,1949,Glen Eira,-37.9232,145.0563,Southern Metropolitan,10969
495,Bentleigh East,2/10 Matthews Rd,2,u,485000,SP,Buxton,22/05/2016,13.9,3165,2,2,2,0,83,2011,Glen Eira,-37.9292,145.0708,Southern Metropolitan,10969
496,Bentleigh East,39 Shrewsbury St,4,h,1365000,PI,Marshall,22/05/2016,13.9,3165,4,1,1,582,151,1960,Glen Eira,-37.9129,145.0598,Southern Metropolitan,10969
497,Bentleigh East,10 Boronia St,4,h,1698888,S,hockingstuart,22/08/2016,13.9,3165,4,2,2,598,337,2006,Glen Eira,-37.9138,145.0774,Southern Metropolitan,10969
498,Bentleigh East,5a Cavalier St,3,t,965000,S,Buxton,24/09/2016,13.9,3165,3,2,1,283,28,2010,Glen Eira,-37.9142,145.08,Southern Metropolitan,10969
499,Bentleigh East,2/5 Connie St,3,u,870000,S,Woodards,24/09/2016,13.9,3165,3,2,2,365,150,2011,Glen Eira,-37.9225,145.0754,Southern Metropolitan,10969
500,Bentleigh East,123 MacKie Rd,3,h,1161000,S,hockingstuart,24/09/2016,13.9,3165,3,2,3,629,168,1950,Glen Eira,-37.912,145.0752,Southern Metropolitan,10969
501,Bentleigh East,11 Melball St,3,h,1266000,S,hockingstuart,24/09/2016,13.9,3165,3,1,3,676,146,1970,Glen Eira,-37.9307,145.0531,Southern Metropolitan,10969
502,Bentleigh East,2/8 Rudyard St,3,t,7.00E+05,PI,hockingstuart,24/09/2016,13.9,3165,3,2,2,194,200,2008,Glen Eira,-37.9272,145.0801,Southern Metropolitan,10969
503,Bentleigh East,2A Barrani St,4,t,1325000,S,Buxton,25/02/2017,13.9,3165,4,4,2,363,265,2012,Glen Eira,-37.9116,145.0686,Southern Metropolitan,10969
504,Bentleigh East,2/16 Bessie St,3,u,770000,PI,hockingstuart,25/02/2017,13.9,3165,3,2,1,281,132,2005,Glen Eira,-37.9257,145.0811,Southern Metropolitan,10969
505,Bentleigh East,1/6 Brad St,1,u,380000,S,hockingstuart,25/02/2017,13.9,3165,1,1,1,0,99,1970,Glen Eira,-37.9315,145.0619,Southern Metropolitan,10969
506,Bentleigh East,98 Brady Rd,4,h,1175000,S,RT,25/02/2017,13.9,3165,4,2,2,620,158,1980,Glen Eira,-37.9281,145.0669,Southern Metropolitan,10969
507,Bentleigh East,3 Forrest St,3,h,1200000,S,Woodards,25/02/2017,13.9,3165,3,1,1,640,120,1960,Glen Eira,-37.916,145.0776,Southern Metropolitan,10969
508,Bentleigh East,88 MacKie Rd,4,h,1370000,SP,Gary,25/02/2017,13.9,3165,4,1,2,684,196,1970,Glen Eira,-37.9147,145.0751,Southern Metropolitan,10969
509,Bentleigh East,4 Mawby Rd,4,h,1433500,S,Hodges,25/02/2017,13.9,3165,4,1,1,725,186,1950,Glen Eira,-37.9289,145.0502,Southern Metropolitan,10969
510,Bentleigh East,61 Molden St,3,t,860000,PI,hockingstuart,26/07/2016,13.9,3165,3,2,1,210,131,2005,Glen Eira,-37.9075,145.061,Southern Metropolitan,10969
511,Bentleigh East,3/2 Garden Rd,2,u,715000,S,hockingstuart,27/06/2016,13.9,3165,2,1,1,194,114,1995,Glen Eira,-37.9107,145.0598,Southern Metropolitan,10969
512,Bentleigh East,1/811 Centre Rd,2,h,710000,S,Buxton,27/11/2016,13.9,3165,2,1,1,0,115,1950,Glen Eira,-37.9212,145.0606,Southern Metropolitan,10969
513,Bentleigh East,71 Deakin St,5,h,1550000,PI,hockingstuart,27/11/2016,13.9,3165,5,3,2,583,296,2007,Glen Eira,-37.9143,145.0699,Southern Metropolitan,10969
514,Bentleigh East,2/12 Hodgson Gr,3,u,790000,S,hockingstuart,27/11/2016,13.9,3165,3,1,2,406,100,1996,Glen Eira,-37.9286,145.0737,Southern Metropolitan,10969
515,Bentleigh East,18 Patricia St,3,h,1020000,S,Nick,27/11/2016,13.9,3165,3,1,2,596,144,1960,Glen Eira,-37.9251,145.0771,Southern Metropolitan,10969
516,Bentleigh East,3b Manuka St,3,h,886000,S,Ray,28/05/2016,13.9,3165,3,2,1,185,122,2012,Glen Eira,-37.9159,145.0787,Southern Metropolitan,10969
517,Bentleigh East,3 Belinda Ct,4,h,1015000,S,C21,28/08/2016,13.9,3165,4,2,3,625,198,1997,Glen Eira,-37.9374,145.0726,Southern Metropolitan,10969
518,Bentleigh East,27 Connie St,4,h,1255000,S,Buxton,28/08/2016,13.9,3165,4,2,2,610,167,1950,Glen Eira,-37.9207,145.0757,Southern Metropolitan,10969
519,Bentleigh East,8 Marlborough St,3,h,1320000,S,Buxton,28/08/2016,13.9,3165,3,1,1,593,94,1950,Glen Eira,-37.9178,145.067,Southern Metropolitan,10969
520,Bentleigh East,1/39 Neville St,3,h,870000,S,Gary,28/08/2016,13.9,3165,3,2,1,326,133,1950,Glen Eira,-37.9236,145.0545,Southern Metropolitan,10969
521,Bentleigh East,4 Wingate St,4,h,1472500,S,hockingstuart,28/08/2016,13.9,3165,4,2,2,592,219,2013,Glen Eira,-37.9351,145.0572,Southern Metropolitan,10969
522,Bentleigh East,25 Anarth St,2,h,640000,PI,hockingstuart,30/07/2016,13.9,3165,2,2,2,298,118,2005,Glen Eira,-37.908,145.0716,Southern Metropolitan,10969
523,Box Hill,32 Margaret St,4,h,1620000,S,hockingstuart,3/9/2016,13.1,3128,4,2,2,697,255,1940,Whitehorse,-37.8151,145.135,Eastern Metropolitan,4605
524,Box Hill,6/29 Barkly St,2,u,645000,S,McGrath,4/3/2017,13.1,3128,2,1,1,140,81,1965,Whitehorse,-37.8271,145.1299,Eastern Metropolitan,4605
525,Box Hill,18 Glenmore St,4,h,1560000,PI,Jellis,10/9/2016,13.1,3128,3,2,3,729,167,1905,Whitehorse,-37.8233,145.1267,Eastern Metropolitan,4605
526,Box Hill,3 Alexander St,3,h,1715000,SP,Marshall,10/12/2016,13.1,3128,3,2,2,458,170,1950,Whitehorse,-37.8257,145.1216,Eastern Metropolitan,4605
527,Box Hill,21 Barkly St,3,h,1200000,SP,Marshall,10/12/2016,13.1,3128,3,1,2,550,110,1950,Whitehorse,-37.8275,145.1298,Eastern Metropolitan,4605
528,Box Hill,17 Combarton St,3,h,1760000,S,Fletchers,10/12/2016,13.1,3128,3,1,0,741,151,1910,Whitehorse,-37.8258,145.1246,Eastern Metropolitan,4605
529,Box Hill,15 Davey St,3,h,948000,S,Ray,12/11/2016,13.1,3128,3,1,2,384,108,1950,Whitehorse,-37.8167,145.1373,Eastern Metropolitan,4605
530,Box Hill,31/41 Harrow St,2,u,465000,S,Ray,13/08/2016,13.1,3128,2,2,1,0,65,2010,Whitehorse,-37.8216,145.127,Eastern Metropolitan,4605
531,Box Hill,1/14 Barkly St,4,t,975000,VB,Lindellas,15/10/2016,13.1,3128,4,2,2,299,158,2008,Whitehorse,-37.8282,145.1301,Eastern Metropolitan,4605
532,Box Hill,23 Bass St,3,h,1325000,S,Lindellas,15/10/2016,13.1,3128,3,1,1,702,134,1950,Whitehorse,-37.827,145.1209,Eastern Metropolitan,4605
533,Box Hill,3/14 Bedford St,3,t,750000,S,Jellis,15/10/2016,13.1,3128,3,2,1,150,3,2000,Whitehorse,-37.8287,145.1319,Eastern Metropolitan,4605
534,Box Hill,5 Wavell St,3,h,1400000,S,hockingstuart,15/10/2016,13.1,3128,3,2,1,643,159,1940,Whitehorse,-37.8285,145.1272,Eastern Metropolitan,4605
535,Box Hill,22 William St,3,h,1500000,SP,Ray,15/10/2016,13.1,3128,3,1,2,664,106,1930,Whitehorse,-37.8235,145.1276,Eastern Metropolitan,4605
536,Box Hill,55 Albion Rd,4,h,1600000,S,Fletchers,16/04/2016,13.1,3128,4,2,1,692,195,1890,Whitehorse,-37.8247,145.1281,Eastern Metropolitan,4605
537,Box Hill,12 Barcelona St,4,h,1461400,S,Allens,17/09/2016,13.1,3128,3,2,2,780,235,1927,Whitehorse,-37.8244,145.1319,Eastern Metropolitan,4605
538,Box Hill,2/4 Collins St,3,u,775000,S,Fletchers,17/09/2016,13.1,3128,3,1,1,211,108,1980,Whitehorse,-37.8275,145.1232,Eastern Metropolitan,4605
539,Box Hill,33 Pendle St,4,h,1670000,S,Noel,17/09/2016,13.1,3128,4,4,4,707,162,1926,Whitehorse,-37.8166,145.1354,Eastern Metropolitan,4605
540,Box Hill,6 Archibald St,3,h,4.00E+06,VB,Lindellas,18/06/2016,13.1,3128,3,1,2,763,120,1945,Whitehorse,-37.8166,145.1215,Eastern Metropolitan,4605
541,Box Hill,19 Kent Rd,3,h,928000,S,Lindellas,18/06/2016,13.1,3128,3,1,1,307,106,1890,Whitehorse,-37.8247,145.1206,Eastern Metropolitan,4605
542,Box Hill,3/8 Ashted Rd,2,u,636000,S,Philip,19/11/2016,13.1,3128,2,1,1,151,82,1970,Whitehorse,-37.8234,145.1235,Eastern Metropolitan,4605
543,Box Hill,5 Patricia St,3,h,1170000,S,Ray,23/04/2016,13.1,3128,3,1,1,755,95,1920,Whitehorse,-37.8264,145.1248,Eastern Metropolitan,4605
544,Box Hill,14 Collins St,4,h,1670000,S,Marshall,25/02/2017,13.1,3128,4,2,2,590,231,1924,Whitehorse,-37.8274,145.1242,Eastern Metropolitan,4605
545,Box Hill,837 Canterbury Rd,3,h,857000,S,Fletchers,28/05/2016,13.1,3128,4,1,1,492,119,1930,Whitehorse,-37.8283,145.1195,Eastern Metropolitan,4605
546,Box Hill,2/38 Margaret St,3,t,822500,S,Noel,28/05/2016,13.1,3128,3,2,1,238,130,2000,Whitehorse,-37.8154,145.1355,Eastern Metropolitan,4605
547,Braybrook,25 Lily St,2,h,645000,S,Barry,3/9/2016,10.8,3019,2,1,1,566,75,1950,Maribyrnong,-37.7839,144.8524,Western Metropolitan,3589
548,Braybrook,1/3 Vine St,3,t,502000,SP,Sweeney,4/3/2017,10.8,3019,3,1,1,220,106,2011,Maribyrnong,-37.785,144.8561,Western Metropolitan,3589
549,Braybrook,2/10 Skewes St,3,u,495000,S,Bells,4/6/2016,10.8,3019,3,2,1,327,124,2006,Maribyrnong,-37.7851,144.8517,Western Metropolitan,3589
550,Braybrook,144 Duke St,2,h,868000,S,Bells,7/11/2016,10.8,3019,2,1,4,749,77,1950,Maribyrnong,-37.7814,144.847,Western Metropolitan,3589
551,Braybrook,80 South Rd,4,h,645000,SP,Biggin,7/11/2016,10.8,3019,4,2,1,283,154,1990,Maribyrnong,-37.7908,144.8485,Western Metropolitan,3589
552,Braybrook,3 Cross St,3,h,652000,S,Barry,8/10/2016,10.8,3019,3,2,1,216,145,2010,Maribyrnong,-37.7865,144.8605,Western Metropolitan,3589
553,Braybrook,2 Riley Ct,4,h,850000,SA,Sweeney,8/10/2016,10.8,3019,4,2,2,606,240,2002,Maribyrnong,-37.788,144.862,Western Metropolitan,3589
554,Braybrook,21 Hughes St,3,h,575000,S,Trimson,10/12/2016,10.8,3019,3,1,3,559,98,1955,Maribyrnong,-37.7923,144.852,Western Metropolitan,3589
555,Braybrook,19 Kannan Bvd,4,h,882000,S,Village,10/12/2016,10.8,3019,4,2,2,393,216,2008,Maribyrnong,-37.7763,144.8543,Western Metropolitan,3589
556,Braybrook,20 Balmoral St,3,h,730000,S,Barry,11/3/2017,10.8,3019,3,2,2,544,135,1970,Maribyrnong,-37.7815,144.855,Western Metropolitan,3589
557,Braybrook,80 South Rd,4,h,610000,VB,Biggin,17/09/2016,10.8,3019,4,2,1,283,154,1990,Maribyrnong,-37.7908,144.8485,Western Metropolitan,3589
558,Braybrook,13 Wilson St,3,h,696000,S,YPA,18/03/2017,10.8,3019,3,1,0,557,90,1960,Maribyrnong,-37.7899,144.8515,Western Metropolitan,3589
559,Braybrook,2B Bradford Ct,3,t,579000,S,Sweeney,19/11/2016,10.8,3019,3,2,1,198,144,2013,Maribyrnong,-37.7827,144.8625,Western Metropolitan,3589
560,Braybrook,1 Moama St,3,h,765000,S,GL,25/02/2017,10.8,3019,3,1,1,658,105,1960,Maribyrnong,-37.7905,144.8485,Western Metropolitan,3589
561,Braybrook,11/1 Windsor St,2,t,475000,S,Barry,25/02/2017,10.8,3019,2,1,1,115,104,1980,Maribyrnong,-37.7948,144.854,Western Metropolitan,3589
562,Braybrook,25 Errol St,4,h,550000,S,Barry,26/07/2016,10.8,3019,4,2,1,288,160,2000,Maribyrnong,-37.7775,144.855,Western Metropolitan,3589
563,Braybrook,11/27 Marnoo St,3,h,495000,S,Burnham,27/06/2016,10.8,3019,3,1,1,158,138,2005,Maribyrnong,-37.7889,144.8465,Western Metropolitan,3589
564,Braybrook,14 Rose St,3,h,565000,S,Nelson,27/11/2016,10.8,3019,3,2,1,566,78,1970,Maribyrnong,-37.7844,144.8523,Western Metropolitan,3589
565,Brighton,18 Rooding St,3,h,1635000,S,Buxton,3/9/2016,11.2,3186,3,1,2,366,156,1920,Bayside,-37.9038,145.0001,Southern Metropolitan,10579
566,Brighton,17 McCallum St,4,h,3695000,S,Marshall,3/12/2016,11.2,3186,4,3,2,836,284,1960,Bayside,-37.9071,144.9898,Southern Metropolitan,10579
567,Brighton,2/26 Pearson St,2,u,536000,SP,Hodges,3/12/2016,11.2,3186,2,1,2,0,70,1970,Bayside,-37.9081,145.0043,Southern Metropolitan,10579
568,Brighton,18 Victoria St,4,h,3700000,S,Marshall,3/12/2016,11.2,3186,4,3,2,742,247,1900,Bayside,-37.914,144.9878,Southern Metropolitan,10579
569,Brighton,50 Well St,3,h,1975000,S,Buxton,3/12/2016,11.2,3186,3,1,2,432,122,1930,Bayside,-37.9172,144.996,Southern Metropolitan,10579
570,Brighton,4/78 Dendy St,3,h,1390000,S,Tiernan's,4/3/2017,11.2,3186,3,1,2,340,137,1975,Bayside,-37.9205,145.0007,Southern Metropolitan,10579
571,Brighton,133 Head St,4,h,2905000,S,Marshall,4/3/2017,11.2,3186,4,3,1,487,260,1905,Bayside,-37.8926,144.9991,Southern Metropolitan,10579
572,Brighton,1/112 Roslyn St,2,u,1300000,S,Nick,4/3/2017,11.2,3186,2,2,2,329,132,1940,Bayside,-37.9172,145.004,Southern Metropolitan,10579
573,Brighton,1/119 Roslyn St,3,t,1725000,PI,Buxton,4/3/2017,11.2,3186,3,2,2,411,225,1997,Bayside,-37.918,145.0035,Southern Metropolitan,10579
574,Brighton,30 Barkly St,3,h,2100000,S,Buxton,4/6/2016,11.2,3186,3,2,2,463,209,1970,Bayside,-37.9082,144.9968,Southern Metropolitan,10579
575,Brighton,3/78 William St,2,u,8.00E+05,S,Hodges,4/6/2016,11.2,3186,2,1,1,90,74,1960,Bayside,-37.9122,145.0038,Southern Metropolitan,10579
576,Brighton,124 Cole St,4,h,1761000,S,Kay,6/8/2016,11.2,3186,4,2,3,615,135,1920,Bayside,-37.8956,145.0026,Southern Metropolitan,10579
577,Brighton,24b Munro St,3,h,1302500,S,Nick,6/8/2016,11.2,3186,3,2,2,0,171,1993,Bayside,-37.9166,144.9942,Southern Metropolitan,10579
578,Brighton,74 Carpenter St,5,h,2750000,VB,Buxton,7/5/2016,11.2,3186,4,3,1,509,341,2005,Bayside,-37.9118,144.9984,Southern Metropolitan,10579
579,Brighton,4/149 Church St,2,u,892500,S,Nick,7/5/2016,11.2,3186,2,1,2,232,92,1970,Bayside,-37.9157,144.9973,Southern Metropolitan,10579
580,Brighton,120 Cole St,4,h,2145000,S,Buxton,7/5/2016,11.2,3186,3,2,1,550,197,1910,Bayside,-37.8954,145.0017,Southern Metropolitan,10579
581,Brighton,15 Hanby St,5,h,3171000,S,Biggin,7/5/2016,11.2,3186,4,2,2,710,340,2000,Bayside,-37.9241,145.0008,Southern Metropolitan,10579
582,Brighton,105/103 Bay St,2,u,620000,S,Gary,7/11/2016,11.2,3186,2,2,1,0,74,2013,Bayside,-37.9042,144.9954,Southern Metropolitan,10579
583,Brighton,2/422 St Kilda St,3,t,1475000,PI,Buxton,7/11/2016,11.2,3186,3,2,2,345,163,2000,Bayside,-37.8943,144.9907,Southern Metropolitan,10579
584,Brighton,1/10 Manor St,3,h,1650000,S,Nick,10/9/2016,11.2,3186,3,2,2,0,111,1980,Bayside,-37.9174,144.9895,Southern Metropolitan,10579
